URL       DescriptioPrompt    GT        gpt4o response
https://nvAs a simplAnalyze thCWE-434   CWE-20
https://nvThe vulnerAnalyze thCWE-787   CWE-20
https://nvA vulnerabAnalyze thCWE-787   CWE-121
https://nvA vulnerabAnalyze thCWE-287   CWE-287
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvA stack-baAnalyze thCWE-787   CWE-121
https://nvImproper VAnalyze thCWE-347   CWE-347
https://nvImproper NAnalyze thCWE-89    CWE-89
https://nvThe Pixee Analyze thCWE-22    CWE-22
https://nvUse after Analyze thCWE-416   CWE-416
https://nvIn ged, thAnalyze thCWE-190   CWE-190
https://nvA command Analyze thCWE-77    CWE-77
https://nvAn issue wAnalyze thCWE-79    CWE-79
https://nvDeserializAnalyze thCWE-502   CWE-502
https://nvA vulnerabAnalyze thCWE-434   CWE-434
https://nvAn issue wAnalyze thCWE-416   CWE-416
https://nvThe EventOAnalyze thCWE-79    CWE-79
https://nvAn OS commAnalyze thCWE-78    CWE-78
https://nvThe vulnerAnalyze thCWE-436   CWE-113
https://nvAn issue wAnalyze thCWE-755   CWE-
https://nvIn video dAnalyze thCWE-787   CWE-787
https://nvA heap oveAnalyze thCWE-787   CWE-122
https://nvA vulnerabAnalyze thCWE-78    CWE-78
https://nvIn the LinAnalyze thCWE-416   CWE-416
https://nvThe WordPrAnalyze thCWE-79    CWE-79
https://nvTenda AX18Analyze thCWE-787   CWE-121
https://nvAn origin Analyze thCWE-346   CWE-274
https://nvAn issue dAnalyze thCWE-77    CWE-77
https://nvThe FeaturAnalyze thCWE-79    CWE-79
https://nvA vulnerabAnalyze thCWE-404   CWE-400
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvA vulnerabAnalyze thCWE-121   CWE-121
https://nvAn issue wAnalyze thCWE-287   CWE-287
https://nvin OpenHarAnalyze thCWE-190   CWE-122
https://nvConcrete CAnalyze thCWE-79    CWE-79
https://nvThe WP-InvAnalyze thCWE-352   CWE-352
https://nvFusionPBX Analyze thCWE-79    CWE-79
https://nvAutolab isAnalyze thCWE-22    CWE-22
https://nvAnomali MaAnalyze thCWE-78    CWE-78
https://nvDirectory Analyze thCWE-22    CWE-22
https://nvThe XML paAnalyze thCWE-611   CWE-611
https://nvThis vulneAnalyze thCWE-787   CWE-20
https://nvAn file upAnalyze thCWE-434   CWE-434
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvgpac v2.2.Analyze thCWE-401   CWE-401
https://nvA SQL injeAnalyze thCWE-89    CWE-89
https://nvThis vulneAnalyze thCWE-79    CWE-20
https://nvroute in mAnalyze thCWE-787   CWE-121
https://nvA vulnerabAnalyze thCWE-352   CWE-352
https://nvCross-SiteAnalyze thCWE-352   CWE-352
https://nvArm providAnalyze thCWE-119   CWE-190
https://nvA vulnerabAnalyze thCWE-404   CWE-20
https://nvInteger ovAnalyze thCWE-190   CWE-190
https://nvMissing AuAnalyze thCWE-862   CWE-285
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvA vulnerabAnalyze thCWE-787   CWE-121
https://nvA vulnerabAnalyze thCWE-24    CWE-22
https://nvIBM WebSphAnalyze thCWE-327   CWE-20
https://nvAn invalidAnalyze thCWE-119   CWE-787
https://nvAn issue wAnalyze thCWE-89    CWE-89
https://nvSAP NetWeaAnalyze thCWE-79    CWE-79
https://nvSQL injectAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-121   CWE-121
https://nvHeap buffeAnalyze thCWE-787   CWE-122
https://nvIBM SterliAnalyze thCWE-73    CWE-
https://nvA vulnerabAnalyze thCWE-321   CWE-321
https://nvIn the LinAnalyze thCWE-131   CWE-399
https://nvThe AdvancAnalyze thCWE-79    CWE-79
https://nvAn user enAnalyze thCWE-203   CWE-203
https://nvPega PlatfAnalyze thCWE-918   CWE-200
https://nvThe ArtPlaAnalyze thCWE-89    CWE-89
https://nvIn the LinAnalyze thCWE-668   CWE-131
https://nvPath traveAnalyze thCWE-22    CWE-22
https://nvAn OS commAnalyze thCWE-78    CWE-78
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvA type conAnalyze thCWE-843   CWE-
https://nvConcrete CAnalyze thCWE-79    CWE-79
https://nvCross-SiteAnalyze thCWE-352   CWE-352
https://nvAn issue dAnalyze thCWE-290   CWE-290
https://nvA vulnerabAnalyze thCWE-787   CWE-120
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvIn alac deAnalyze thCWE-787   CWE-787
https://nvAtril DocuAnalyze thCWE-22    CWE-22
https://nvDolibarr iAnalyze thCWE-79    CWE-79
https://nvOut of bouAnalyze thCWE-787   CWE-787
https://nvIBM MaximoAnalyze thCWE-918   CWE-918
https://nvCross SiteAnalyze thCWE-79    CWE-79
https://nvIn the LinAnalyze thCWE-755   CWE-20
https://nvA JQuery UAnalyze thCWE-434   CWE-434
https://nvCross SiteAnalyze thCWE-79    CWE-79
https://nvOOB accessAnalyze thCWE-125   CWE-125
https://nvIn the LinAnalyze thCWE-362   CWE-416
https://nvThe BookinAnalyze thCWE-79    CWE-79
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvAn issue wAnalyze thCWE-77    CWE-77
https://nvin OpenHarAnalyze thCWE-125   CWE-125
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvLabel StudAnalyze thCWE-79    CWE-79
https://nvMultiple iAnalyze thCWE-190   CWE-190
https://nvThe WP RevAnalyze thCWE-79    CWE-79
https://nvA login atAnalyze thCWE-307   CWE-288
https://nvThe FOX â€Analyze thCWE-79    CWE-79
https://nvHTTP3 dissAnalyze thCWE-125   CWE-20
https://nvThe SolarWAnalyze thCWE-22    CWE-22
https://nvThe AdvancAnalyze thCWE-79    CWE-79
https://nvThis vulneAnalyze thCWE-79    CWE-20
https://nvLightCMS vAnalyze thCWE-79    CWE-79
https://nvImproper VAnalyze thCWE-347   CWE-347
https://nvAn issue wAnalyze thCWE-22    CWE-22
https://nvThe Meris Analyze thCWE-79    CWE-79
https://nvThe Email Analyze thCWE-79    CWE-79
https://nvUse After Analyze thCWE-416   CWE-416
https://nvTOTOLINK AAnalyze thCWE-78    CWE-77
https://nvThe WP UseAnalyze thCWE-639   CWE-285
https://nvThe StripeAnalyze thCWE-89    CWE-89
https://nvAn issue wAnalyze thCWE-78    CWE-77
https://nvIn Modem IAnalyze thCWE-787   CWE-787
https://nvCross SiteAnalyze thCWE-79    CWE-79
https://nvNextcloud Analyze thCWE-601   CWE-20
https://nvIn Splunk Analyze thCWE-532   CWE-532
https://nvThe ContacAnalyze thCWE-79    CWE-79
https://nvEDK2 is suAnalyze thCWE-119   CWE-122
https://nvCrateDB isAnalyze thCWE-22    CWE-22
https://nvMultiple vAnalyze thCWE-352   CWE-352
https://nvImproper IAnalyze thCWE-798   CWE-20
https://nvDell CommaAnalyze thCWE-269   CWE-22
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvpgjdbc, thAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-918   CWE-918
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvThe ElemenAnalyze thCWE-79    CWE-79
https://nvPaddlePaddAnalyze thCWE-78    CWE-77
https://nvThe RelevaAnalyze thCWE-639   CWE-200
https://nvIn netdageAnalyze thCWE-119   CWE-125
https://nvThe vulnerAnalyze thCWE-787   CWE-20
https://nvAn issue iAnalyze thCWE-787   CWE-122
https://nvTenda AX18Analyze thCWE-787   CWE-121
https://nvAn integerAnalyze thCWE-190   CWE-190
https://nvKiTTY versAnalyze thCWE-787   CWE-121
https://nvjwx is a GAnalyze thCWE-476   CWE-476
https://nvThe Dokan Analyze thCWE-79    CWE-79
https://nvA vulnerabAnalyze thCWE-908   CWE-758
https://nvLif Auth SAnalyze thCWE-22    CWE-22
https://nvCybozu KUNAnalyze thCWE-426   CWE-20
https://nvThe AwesomAnalyze thCWE-862   CWE-284
https://nvInsecure DAnalyze thCWE-639   CWE-639
https://nvImproper IAnalyze thCWE-798   CWE-20
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvIn Modem IAnalyze thCWE-787   CWE-787
https://nvSulu is a Analyze thCWE-79    CWE-79
https://nvphpMyFAQ iAnalyze thCWE-79    CWE-79
https://nvMultiple TAnalyze thCWE-78    CWE-78
https://nvA vulnerabAnalyze thCWE-434   CWE-434
https://nvA vulnerabAnalyze thCWE-284   CWE-284
https://nvThe EventOAnalyze thCWE-79    CWE-79
https://nvMattermostAnalyze thCWE-863   CWE-284
https://nvJenkins 2.Analyze thCWE-346   CWE-346
https://nvThe authenAnalyze thCWE-327   CWE-330
https://nvA cross-siAnalyze thCWE-79    CWE-79
https://nvVyper is aAnalyze thCWE-787   CWE-119
https://nvMissing AuAnalyze thCWE-862   CWE-285
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvThe DeMomeAnalyze thCWE-862   CWE-285
https://nvImproper NAnalyze thCWE-89    CWE-89
https://nvCode-projeAnalyze thCWE-89    CWE-89
https://nvA buffer oAnalyze thCWE-120   CWE-120
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvThe EazyDoAnalyze thCWE-862   CWE-284
https://nvThe Ni PurAnalyze thCWE-434   CWE-434
https://nvA vulnerabAnalyze thCWE-787   CWE-121
https://nvSWFTools 0Analyze thCWE-787   CWE-789
https://nvQualys JenAnalyze thCWE-79    CWE-285
https://nvDeserializAnalyze thCWE-502   CWE-502
https://nvAn OS commAnalyze thCWE-78    CWE-78
https://nvIcinga DirAnalyze thCWE-352   CWE-352
https://nvA vulnerabAnalyze thCWE-352   CWE-352
https://nvNVIDIA DGXAnalyze thCWE-913   CWE-20
https://nvAn attackeAnalyze thCWE-79    CWE-79
https://nvClosing ofAnalyze thCWE-400   CWE-667
https://nvjshERP v3.Analyze thCWE-89    CWE-89
https://nvOrthanc veAnalyze thCWE-79    CWE-79
https://nvNextcloud Analyze thCWE-613   CWE-295
https://nvCode-projeAnalyze thCWE-89    CWE-89
https://nvThe WPviviAnalyze thCWE-862   CWE-284
https://nvCross-siteAnalyze thCWE-79    CWE-79
https://nvThe WP RecAnalyze thCWE-79    CWE-79
https://nvAuthorizatAnalyze thCWE-639   CWE-285
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvDeserializAnalyze thCWE-502   CWE-502
https://nvA vulnerabAnalyze thCWE-121   CWE-121
https://nvIBM MaximoAnalyze thCWE-352   CWE-352
https://nvBuffer OveAnalyze thCWE-120   CWE-121
https://nvAn incorreAnalyze thCWE-732   CWE-732
https://nvCross SiteAnalyze thCWE-79    CWE-79
https://nvA buffer cAnalyze thCWE-120   CWE-120
https://nvTOTOLINK AAnalyze thCWE-798   CWE-798
https://nvOS commandAnalyze thCWE-78    CWE-78
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvThe 3DPrinAnalyze thCWE-434   CWE-20
https://nvDeserializAnalyze thCWE-502   CWE-502
https://nvuev (aka lAnalyze thCWE-120   CWE-121
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvA SQL injeAnalyze thCWE-89    CWE-89
https://nvThis vulneAnalyze thCWE-79    CWE-20
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvThis vulneAnalyze thCWE-79    CWE-20
https://nvAn issue wAnalyze thCWE-79    CWE-79
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvIn the LinAnalyze thCWE-401   CWE-401
https://nvTinyMCE veAnalyze thCWE-79    CWE-79
https://nvMalicious Analyze thCWE-22    CWE-22
https://nvIn the LinAnalyze thCWE-362   CWE-362
https://nvA vulnerabAnalyze thCWE-116   CWE-117
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvA vulnerabAnalyze thCWE-119   CWE-787
https://nvPath traveAnalyze thCWE-22    CWE-22
https://nvSQL InjectAnalyze thCWE-89    CWE-89
https://nvIBM InfoSpAnalyze thCWE-532   CWE-532
https://nvA vulnerabAnalyze thCWE-434   CWE-434
https://nvIn the LinAnalyze thCWE-668   CWE-772
https://nvCross SiteAnalyze thCWE-79    CWE-79
https://nvA Blind SSAnalyze thCWE-918   CWE-918
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-352   CWE-352
https://nvUser browsAnalyze thCWE-79    CWE-79
https://nvA race conAnalyze thCWE-362   CWE-362
https://nvThe AI EngAnalyze thCWE-434   CWE-434
https://nvcreate_empAnalyze thCWE-754   CWE-130
https://nvAn issue fAnalyze thCWE-611   CWE-94
https://nvswftools 0Analyze thCWE-125   CWE-125
https://nvThis High Analyze thCWE-94    CWE-94
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvIBM SecuriAnalyze thCWE-300   CWE-300
https://nvTrillium iAnalyze thCWE-436   CWE-20
https://nvIn keyInstAnalyze thCWE-125   CWE-130
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvAn integerAnalyze thCWE-190   CWE-190
https://nvA vulnerabAnalyze thCWE-121   CWE-121
https://nvFile UploaAnalyze thCWE-434   CWE-434
https://nvThis vulneAnalyze thCWE-79    CWE-20
https://nvPX4 AutopiAnalyze thCWE-362   CWE-362
https://nvIncorrect Analyze thCWE-863   CWE-285
https://nvHashiCorp Analyze thCWE-610   CWE-
https://nvA vulnerabAnalyze thCWE-94    CWE-94
https://nvAn anti-spAnalyze thCWE-59    CWE-
https://nvCross-SiteAnalyze thCWE-352   CWE-352
https://nvAn issue wAnalyze thCWE-22    CWE-22
https://nvSQL InjectAnalyze thCWE-89    CWE-89
https://nvA buffer oAnalyze thCWE-120   CWE-120
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvTwister AnAnalyze thCWE-125   CWE-125
https://nvkodbox v1.Analyze thCWE-79    CWE-79
https://nvA denial-oAnalyze thCWE-119   CWE-400
https://nvA vulnerabAnalyze thCWE-77    CWE-77
https://nvIBM SecuriAnalyze thCWE-319   CWE-319
https://nvDell EMC AAnalyze thCWE-532   CWE-200
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvThere is aAnalyze thCWE-77    CWE-77
https://nvMoby is anAnalyze thCWE-346   CWE-345
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvA vulnerabAnalyze thCWE-787   CWE-121
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvThe AdvancAnalyze thCWE-79    CWE-79
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvA vulnerabAnalyze thCWE-640   CWE-521
https://nvBref enablAnalyze thCWE-436   CWE-20
https://nvAn origin Analyze thCWE-346   CWE-274
https://nvA vulnerabAnalyze thCWE-502   CWE-502
https://nvThe Popup Analyze thCWE-79    CWE-20
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvImproper IAnalyze thCWE-798   CWE-20
https://nvCross-SiteAnalyze thCWE-79    CWE-79
https://nvSQL InjectAnalyze thCWE-89    CWE-89
https://nvCross-SiteAnalyze thCWE-79    CWE-79
https://nvEDK2's NetAnalyze thCWE-119   CWE-120
https://nvHeap-basedAnalyze thCWE-787   CWE-122
https://nvThe WP RecAnalyze thCWE-79    CWE-79
https://nvNULL PointAnalyze thCWE-476   CWE-476
https://nvIn the modAnalyze thCWE-89    CWE-89
https://nvOpenVPN CoAnalyze thCWE-94    CWE-426
https://nvAn OS commAnalyze thCWE-78    CWE-78
https://nvSysmac StuAnalyze thCWE-276   CWE-
https://nvA unrestriAnalyze thCWE-434   CWE-434
https://nvCEF (ChromAnalyze thCWE-125   CWE-125
https://nvA stored XAnalyze thCWE-79    CWE-79
https://nvNextcloud Analyze thCWE-281   CWE-20
https://nvThe iawareAnalyze thCWE-416   CWE-416
https://nvThe WP PluAnalyze thCWE-352   CWE-352
https://nvThe BiteshAnalyze thCWE-79    CWE-79
https://nvA command Analyze thCWE-77    CWE-77
https://nvDell UnityAnalyze thCWE-22    CWE-22
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvThe nearbyAnalyze thCWE-269   CWE-275
https://nvThe GiveWPAnalyze thCWE-352   CWE-352
https://nvTenda AX18Analyze thCWE-787   CWE-121
https://nvA cross-siAnalyze thCWE-79    CWE-79
https://nvGPAC v2.3 Analyze thCWE-120   CWE-120
https://nvCross-SiteAnalyze thCWE-352   CWE-352
https://nvA directorAnalyze thCWE-22    CWE-22
https://nvAWS EncrypAnalyze thCWE-347   CWE-347
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvAn issue wAnalyze thCWE-94    CWE-94
https://nvA buffer cAnalyze thCWE-121   CWE-120
https://nvThis vulneAnalyze thCWE-79    CWE-20
https://nvflusity-CMAnalyze thCWE-352   CWE-352
https://nvIn the LinAnalyze thCWE-369   CWE-369
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-94    CWE-94
https://nvA plug-in Analyze thCWE-346   CWE-274
https://nvAn issue iAnalyze thCWE-427   CWE-94
https://nvDell UnityAnalyze thCWE-79    CWE-79
https://nvcdo-local-Analyze thCWE-215   CWE-200
https://nvCross-SiteAnalyze thCWE-79    CWE-79
https://nvA buffer oAnalyze thCWE-120   CWE-120
https://nvIn the LinAnalyze thCWE-125   CWE-20
https://nvInsufficieAnalyze thCWE-670   CWE-287
https://nvAn issue iAnalyze thCWE-862   CWE-732
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvThis vulneAnalyze thCWE-79    CWE-20
https://nvA vulnerabAnalyze thCWE-79    CWE-79
https://nvTOTOLINK AAnalyze thCWE-78    CWE-77
https://nvSQL InjectAnalyze thCWE-89    CWE-89
https://nvAn OS commAnalyze thCWE-78    CWE-78
https://nvIn vsp driAnalyze thCWE-787   CWE-787
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvA use-afteAnalyze thCWE-416   CWE-416
https://nvMetaGPT thAnalyze thCWE-94    CWE-78
https://nvIn the LinAnalyze thCWE-787   CWE-
https://nvTransmit rAnalyze thCWE-476   CWE-476
https://nvWuzhicms vAnalyze thCWE-89    CWE-89
https://nvA buffer oAnalyze thCWE-120   CWE-120
https://nvA vulnerabAnalyze thCWE-89    CWE-89
https://nvPyCryptodoAnalyze thCWE-203   CWE-203
https://nvPath TraveAnalyze thCWE-22    CWE-22
https://nvBref enablAnalyze thCWE-436   CWE-
https://nvIn video dAnalyze thCWE-125   CWE-125
https://nvAn issue dAnalyze thCWE-77    CWE-77
https://nvA heap-useAnalyze thCWE-416   CWE-416
https://nvIn the LinAnalyze thCWE-119   CWE-125
https://nvIn the LinAnalyze thCWE-416   CWE-416
https://nvIn the LinAnalyze thCWE-476   CWE-476
https://nvMissing AuAnalyze thCWE-862   CWE-285
https://nvCross-SiteAnalyze thCWE-352   CWE-352
https://nvA default Analyze thCWE-295   CWE-295
https://nvLoop with Analyze thCWE-835   CWE-835
https://nvIn the LinAnalyze thCWE-665   CWE-457
https://nvDeck is a Analyze thCWE-79    CWE-79
https://nvImproper iAnalyze thCWE-20    CWE-20
https://nvA use-afteAnalyze thCWE-416   CWE-416
https://nvA flaw wasAnalyze thCWE-203   CWE-200
https://nvCross SiteAnalyze thCWE-79    CWE-79
https://nvThe WebsitAnalyze thCWE-862   CWE-284
https://nvA use-afteAnalyze thCWE-416   CWE-416
https://nvTenda AX18Analyze thCWE-787   CWE-121
https://nvThe Easy FAnalyze thCWE-79    CWE-79
https://nvIn media sAnalyze thCWE-787   CWE-787
https://nvA improperAnalyze thCWE-284   CWE-284
https://nvIn the LinAnalyze thCWE-416   CWE-772
https://nvIn the LinAnalyze thCWE-362   CWE-362
https://nvA buffer cAnalyze thCWE-120   CWE-120
https://nvA vulnerabAnalyze thCWE-614   CWE-614
https://nvCross SiteAnalyze thCWE-79    CWE-79
https://nvDell BSAFEAnalyze thCWE-295   CWE-326
https://nvNetworker Analyze thCWE-522   CWE-256
https://nvCubeFS is Analyze thCWE-203   CWE-208
https://nvFreeRDP isAnalyze thCWE-190   CWE-190
https://nvAn issue wAnalyze thCWE-755   CWE-20
https://nviGalerie vAnalyze thCWE-79    CWE-79
https://nvA vulnerabAnalyze thCWE-78    CWE-78
https://nvGenerationAnalyze thCWE-209   CWE-209
https://nvmedia-servAnalyze thCWE-416   CWE-416
https://nvAuthenticaAnalyze thCWE-294   CWE-294
https://nvIBM StoragAnalyze thCWE-798   CWE-798
https://nvThe PayHerAnalyze thCWE-532   CWE-532
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvA memory lAnalyze thCWE-401   CWE-401
https://nvDOM-based Analyze thCWE-79    CWE-79
https://nvquic-go isAnalyze thCWE-400   CWE-400
https://nvThe WPFormAnalyze thCWE-79    CWE-79
https://nvAn issue wAnalyze thCWE-78    CWE-77
https://nvAn authentAnalyze thCWE-287   CWE-287
https://nvWiX toolseAnalyze thCWE-426   CWE-427
https://nvThe vulnerAnalyze thCWE-89    CWE-200
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvThe EventOAnalyze thCWE-862   CWE-284
https://nvA Stored CAnalyze thCWE-79    CWE-79
https://nvMissing InAnalyze thCWE-354   CWE-345
https://nvA vulnerabAnalyze thCWE-121   CWE-121
https://nvAn issue wAnalyze thCWE-427   CWE-426
https://nvAn out-of-Analyze thCWE-191   CWE-125
https://nvThe secretAnalyze thCWE-798   CWE-798
https://nvImproper NAnalyze thCWE-79    CWE-79
https://nvThe Wp-AdvAnalyze thCWE-79    CWE-79
